Name	ID	NumGenes	ROC	Pvalue	CorrectedPvalue	Same as	GeneMembers
learning	GO:0007612	95	0.6015379	3.15E-004	4.74E-003		
positive regulation of developmental process	GO:0051094	747	0.5369013	3.21E-004	4.81E-003		
cellular response to growth factor stimulus	GO:0071363	468	0.54617576	3.24E-004	4.85E-003		
positive regulation of neuron differentiation	GO:0045666	174	0.57496904	3.28E-004	4.89E-003		
organic anion transport	GO:0015711	251	0.56254195	3.30E-004	4.90E-003		
membrane region	GO:0098589	657	0.53907552	3.37E-004	5.00E-003		
regulation of transferase activity	GO:0051338	683	0.53832944	3.40E-004	5.03E-003		
regulation of Rho protein signal transduction	GO:0035023	133	0.58521633	3.49E-004	5.14E-003		
response to growth factor	GO:0070848	483	0.5451925	3.50E-004	5.14E-003		
response to nitrogen compound	GO:1901698	604	0.54051479	3.56E-004	5.21E-003		
cerebellar cortex development	GO:0021695	42	0.64932116	3.66E-004	5.34E-003		
cerebellar cortex formation	GO:0021697	19	0.71873022	3.68E-004	5.36E-003		
regulation of stress fiber assembly	GO:0051492	42	0.64875485	3.84E-004	5.57E-003		
adherens junction organization	GO:0034332	56	0.62858665	4.10E-004	5.93E-003		
positive regulation of cellular component movement	GO:0051272	243	0.56239999	4.12E-004	5.94E-003		
cerebellar granular layer development	GO:0021681	13	0.75913193	4.13E-004	5.94E-003		
cellular response to endogenous stimulus	GO:0071495	651	0.5385846	4.16E-004	5.96E-003		
regulation of actin filament bundle assembly	GO:0032231	47	0.6398696	4.18E-004	5.97E-003		
regulation of phosphatidylinositol 3-kinase activity	GO:0043551	29	0.67676711	4.20E-004	5.99E-003		
purine ribonucleotide metabolic process	GO:0009150	222	0.56506182	4.26E-004	6.06E-003		
protein complex assembly	GO:0006461	721	0.53665577	4.28E-004	6.06E-003		
protein complex biogenesis	GO:0070271	724	0.53652529	4.36E-004	6.16E-003		
carboxylic acid transport	GO:0046942	167	0.57467614	4.41E-004	6.21E-003		
vascular process in circulatory system	GO:0003018	78	0.60858903	4.60E-004	6.45E-003		
sialylation	GO:0097503	16	0.73310431	4.63E-004	6.48E-003		
endocytosis	GO:0006897	311	0.55464955	4.72E-004	6.59E-003		
plasma membrane receptor complex	GO:0098802	129	0.58399963	4.98E-004	6.93E-003		
cerebellar granular layer formation	GO:0021684	10	0.78780888	5.06E-004	7.03E-003	GO:0021707|cerebellar granule cell differentiation, 	
cerebellar granule cell differentiation	GO:0021707	10	0.78780888	5.06E-004	7.03E-003	GO:0021684|cerebellar granular layer formation, 	
negative regulation of axon extension	GO:0030517	18	0.71877341	5.10E-004	7.06E-003		
exocytosis	GO:0006887	217	0.56477142	5.13E-004	7.08E-003		
Ras protein signal transduction	GO:0007265	119	0.58717037	5.15E-004	7.09E-003		
positive regulation of carbohydrate metabolic process	GO:0045913	45	0.64032611	5.19E-004	7.13E-003		
regulation of lipid metabolic process	GO:0019216	195	0.56817213	5.23E-004	7.15E-003		
peptide biosynthetic process	GO:0043043	22	0.69802926	5.35E-004	7.30E-003		
positive regulation of protein serine/threonine kinase activity	GO:0071902	206	0.56612903	5.43E-004	7.39E-003		
protein kinase B signaling	GO:0043491	24	0.68941788	5.52E-004	7.49E-003		
carbohydrate homeostasis	GO:0033500	105	0.59214792	5.56E-004	7.53E-003	GO:0042593|glucose homeostasis, 	
glucose homeostasis	GO:0042593	105	0.59214792	5.56E-004	7.53E-003	GO:0033500|carbohydrate homeostasis, 	
Fc-gamma receptor signaling pathway	GO:0038094	57	0.62427844	5.56E-004	7.51E-003		
negative regulation of peptide secretion	GO:0002792	31	0.66720855	5.59E-004	7.52E-003		
calcium ion homeostasis	GO:0055074	232	0.56220051	5.60E-004	7.51E-003		
regulation of Ras protein signal transduction	GO:0046578	180	0.57028863	5.80E-004	7.76E-003		
amide biosynthetic process	GO:0043604	67	0.61476552	5.82E-004	7.77E-003		
positive regulation of cell projection organization	GO:0031346	155	0.57553852	5.93E-004	7.89E-003		
amino-acid betaine metabolic process	GO:0006577	14	0.74293609	6.06E-004	8.05E-003		
regulation of amine transport	GO:0051952	48	0.63403669	6.14E-004	8.13E-003		
regulation of lipid kinase activity	GO:0043550	33	0.66085404	6.17E-004	8.14E-003		
adult behavior	GO:0030534	115	0.58709679	6.32E-004	8.32E-003		
regulation of cell adhesion	GO:0030155	437	0.54512569	6.32E-004	8.30E-003		
neurological system process	GO:0050877	657	0.53704462	6.34E-004	8.31E-003		
negative regulation of cell morphogenesis involved in differentiation	GO:0010771	69	0.61220051	6.37E-004	8.32E-003		
sensory perception of pain	GO:0019233	52	0.62843202	6.40E-004	8.33E-003		
regulation of fatty acid oxidation	GO:0046320	21	0.699378	6.44E-004	8.37E-003		
homeostatic process	GO:0042592	923	0.53140689	6.61E-004	8.56E-003		
cardiac conduction	GO:0061337	32	0.66219831	6.66E-004	8.61E-003		
central nervous system neuron development	GO:0021954	58	0.62115945	6.76E-004	8.71E-003		
heart process	GO:0003015	46	0.63559874	6.83E-004	8.77E-003		
basement membrane	GO:0005604	79	0.60413287	6.91E-004	8.85E-003		
regulation of anatomical structure morphogenesis	GO:0022603	586	0.53883297	6.92E-004	8.85E-003		
regulation of protein serine/threonine kinase activity	GO:0071900	341	0.55047095	6.99E-004	8.92E-003		
heparan sulfate proteoglycan metabolic process	GO:0030201	22	0.69348906	7.05E-004	8.96E-003		
cerebellum development	GO:0021549	70	0.61036848	7.07E-004	8.96E-003		
extracellular matrix component	GO:0044420	111	0.58766861	7.15E-004	9.04E-003		
cellular response to acid chemical	GO:0071229	106	0.589684	7.16E-004	9.03E-003		
response to mechanical stimulus	GO:0009612	148	0.57596087	7.20E-004	9.05E-003		
regulation of striated muscle contraction	GO:0006942	65	0.61428438	7.23E-004	9.07E-003		
neuron recognition	GO:0008038	25	0.681456	7.26E-004	9.09E-003		
long-term synaptic potentiation	GO:0060291	20	0.7018149	7.35E-004	9.18E-003		
Fc receptor mediated stimulatory signaling pathway	GO:0002431	57	0.62123518	7.39E-004	9.20E-003		
regulation of cAMP biosynthetic process	GO:0030817	80	0.60265837	7.55E-004	9.37E-003		
mast cell activation involved in immune response	GO:0002279	10	0.77890231	7.57E-004	9.38E-003	GO:0043303|mast cell degranulation, 	
mast cell degranulation	GO:0043303	10	0.77890231	7.57E-004	9.38E-003	GO:0002279|mast cell activation involved in immune response, 	
regulation of cytoskeleton organization	GO:0051493	267	0.55641654	7.69E-004	9.50E-003		
regulation of muscle tissue development	GO:1901861	76	0.60509753	7.72E-004	9.51E-003		
cell projection assembly	GO:0030031	144	0.57635212	7.89E-004	9.70E-003		
proteoglycan metabolic process	GO:0006029	81	0.60144761	8.03E-004	9.84E-003		
forebrain regionalization	GO:0021871	19	0.70498245	8.16E-004	9.97E-003		
tissue morphogenesis	GO:0048729	435	0.54415266	8.23E-004	0.01004178		
cardiac muscle contraction	GO:0060048	37	0.64819666	8.31E-004	0.01011167		
cerebellar granular layer morphogenesis	GO:0021683	11	0.76456367	8.43E-004	0.01023356		
regulation of carbohydrate biosynthetic process	GO:0043255	61	0.61578243	8.51E-004	0.01029941		
cell-cell adhesion	GO:0098609	448	0.54334148	8.61E-004	0.01040167		
divalent inorganic cation homeostasis	GO:0072507	246	0.5581128	8.63E-004	0.01039722		
voltage-gated calcium channel complex	GO:0005891	30	0.66356858	8.64E-004	0.01037537		
regulation of cell growth	GO:0001558	263	0.55619994	8.69E-004	0.01041007		
regulation of smooth muscle cell migration	GO:0014910	29	0.66584505	8.89E-004	0.0106308		
immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	GO:0002433	56	0.62016471	8.96E-004	0.01068639	GO:0038096|Fc-gamma receptor signaling pathway involved in phagocytosis, 	
Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	56	0.62016471	8.96E-004	0.01068639	GO:0002433|immune response-regulating cell surface receptor signaling pathway involved in phagocytosis, 	
viral gene expression	GO:0019080	66	0.61117465	8.97E-004	0.01067072		
lipid metabolic process	GO:0006629	888	0.53108918	9.00E-004	0.0106755		
muscle filament sliding	GO:0030049	35	0.65074964	9.28E-004	0.01098138	GO:0033275|actin-myosin filament sliding, 	
actin-myosin filament sliding	GO:0033275	35	0.65074964	9.28E-004	0.01098138	GO:0030049|muscle filament sliding, 	
cell-cell adhesion via plasma-membrane adhesion molecules	GO:0098742	145	0.57494069	9.29E-004	0.01096603		
organic acid transport	GO:0015849	169	0.56939477	9.39E-004	0.0110595		
dendrite membrane	GO:0032590	10	0.77373566	9.49E-004	0.01114939		
positive regulation of transferase activity	GO:0051347	464	0.54220617	9.53E-004	0.01116627		
cyclic nucleotide metabolic process	GO:0009187	36	0.6482906	9.55E-004	0.01116981		
sprouting angiogenesis	GO:0002040	38	0.64430073	9.64E-004	0.01124785		
blood coagulation	GO:0007596	422	0.5440017	9.98E-004	0.01161555	GO:0050817|coagulation, 	
coagulation	GO:0050817	422	0.5440017	9.98E-004	0.01161555	GO:0007596|blood coagulation, 	
negative regulation of peptide hormone secretion	GO:0090278	30	0.66140255	9.99E-004	0.01159477		
regulation of extent of cell growth	GO:0061387	50	0.62557544	1.01E-003	0.0117379		
positive regulation of nucleotide biosynthetic process	GO:0030810	67	0.60903051	1.02E-003	0.01175266	GO:1900373|positive regulation of purine nucleotide biosynthetic process, 	
positive regulation of purine nucleotide biosynthetic process	GO:1900373	67	0.60903051	1.02E-003	0.01175266	GO:0030810|positive regulation of nucleotide biosynthetic process, 	
regulation of cellular component size	GO:0032535	165	0.56966855	1.02E-003	0.01175423		
cytosolic ribosome	GO:0022626	63	0.61205133	1.02E-003	0.01172728		
positive regulation of cell motility	GO:2000147	236	0.55837859	1.02E-003	0.0117031		
positive regulation of sodium ion transport	GO:0010765	23	0.68322661	1.02E-003	0.01168839		
regulation of exocytosis	GO:0017157	77	0.60147113	1.05E-003	0.01193033		
regulation of axon extension	GO:0030516	40	0.63928213	1.08E-003	0.01225619		
positive regulation of MAP kinase activity	GO:0043406	161	0.57007482	1.09E-003	0.01237		
cellular response to inorganic substance	GO:0071241	82	0.59790529	1.09E-003	0.01240313		
wound healing	GO:0042060	528	0.53910469	1.10E-003	0.01241923		
purine-containing compound metabolic process	GO:0072521	271	0.55412961	1.10E-003	0.01243547		
cell-cell junction organization	GO:0045216	138	0.57551343	1.11E-003	0.01245976		
negative regulation of muscle contraction	GO:0045932	17	0.71031627	1.11E-003	0.01245021		
carbohydrate derivative metabolic process	GO:1901135	786	0.5322773	1.11E-003	0.01244269		
cellular protein localization	GO:0034613	740	0.53319185	1.12E-003	0.01250931		
small molecule biosynthetic process	GO:0044283	309	0.5506584	1.12E-003	0.01252441		
positive regulation of cell differentiation	GO:0045597	541	0.53854206	1.13E-003	0.01256474		
cell communication involved in cardiac conduction	GO:0086065	24	0.67753084	1.15E-003	0.01275383		
regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity	GO:2000311	17	0.70962313	1.15E-003	0.01272483		
negative regulation of phosphorus metabolic process	GO:0010563	344	0.54795278	1.15E-003	0.01270616	GO:0045936|negative regulation of phosphate metabolic process, 	
negative regulation of phosphate metabolic process	GO:0045936	344	0.54795278	1.15E-003	0.01270616	GO:0010563|negative regulation of phosphorus metabolic process, 	
multi-organism metabolic process	GO:0044033	68	0.60685083	1.16E-003	0.01278891		
rhythmic process	GO:0048511	148	0.57257815	1.16E-003	0.01280694		
heart contraction	GO:0060047	43	0.63319676	1.19E-003	0.01300879		
regulation of cardiac muscle hypertrophy	GO:0010611	19	0.69808299	1.19E-003	0.01302436		
negative regulation of dendrite development	GO:2000171	12	0.74598741	1.22E-003	0.01330833		
regulation of G-protein coupled receptor protein signaling pathway	GO:0008277	117	0.58116707	1.22E-003	0.01330966		
regulation of nucleotide metabolic process	GO:0006140	137	0.57496914	1.24E-003	0.01343242		
cell junction assembly	GO:0034329	136	0.57520334	1.24E-003	0.01347161		
forebrain development	GO:0030900	259	0.55463956	1.26E-003	0.01359368		
regulation of purine nucleotide metabolic process	GO:1900542	135	0.57523259	1.28E-003	0.01385548		
caveola	GO:0005901	58	0.61403582	1.29E-003	0.01394027	GO:0044853|plasma membrane raft, 	
plasma membrane raft	GO:0044853	58	0.61403582	1.29E-003	0.01394027	GO:0005901|caveola, 	
positive regulation of cell migration	GO:0030335	231	0.55759947	1.30E-003	0.01399339		
cytoskeleton organization	GO:0007010	589	0.53637248	1.34E-003	0.01435912		
cellular macromolecule localization	GO:0070727	744	0.53249678	1.35E-003	0.0144358		
positive regulation of blood circulation	GO:1903524	58	0.61354398	1.35E-003	0.01442941		
regulation of endothelial cell proliferation	GO:0001936	75	0.60020399	1.35E-003	0.0144277		
nitric oxide biosynthetic process	GO:0006809	11	0.75373958	1.36E-003	0.01441493		
cellular response to cadmium ion	GO:0071276	11	0.75373958	1.36E-003	0.01438318		
hexose biosynthetic process	GO:0019319	41	0.63452243	1.36E-003	0.01439098		
positive regulation of smooth muscle cell migration	GO:0014911	14	0.72606685	1.38E-003	0.01457066		
plasma membrane organization	GO:0007009	105	0.58455492	1.39E-003	0.01462203		
epithelial tube morphogenesis	GO:0060562	245	0.55558836	1.39E-003	0.01460048		
positive regulation of cell-substrate adhesion	GO:0010811	66	0.60649997	1.39E-003	0.01459023		
regulation of striated muscle tissue development	GO:0016202	75	0.59990776	1.39E-003	0.01459431		
cellular response to lipid	GO:0071396	201	0.5611239	1.43E-003	0.0148925		
gluconeogenesis	GO:0006094	37	0.64067811	1.44E-003	0.0149791		
negative regulation of axon guidance	GO:1902668	11	0.75203952	1.46E-003	0.01515962		
protein tetramerization	GO:0051262	83	0.59453842	1.46E-003	0.0151634		
amino acid transport	GO:0006865	89	0.59128391	1.47E-003	0.01517737		
activation of protein kinase activity	GO:0032147	209	0.55973804	1.48E-003	0.01526716		
regulation of neurotransmitter secretion	GO:0046928	29	0.65798939	1.48E-003	0.01526601		
establishment of protein localization to membrane	GO:0090150	165	0.56704908	1.50E-003	0.015407		
ammonium ion metabolic process	GO:0097164	140	0.572668	1.51E-003	0.01550967		
perikaryon	GO:0043204	39	0.6363316	1.52E-003	0.01556766		
platelet activation	GO:0030168	192	0.5620936	1.52E-003	0.01558256		
positive regulation of glucose metabolic process	GO:0010907	23	0.67630649	1.53E-003	0.01557557		
glucose metabolic process	GO:0006006	107	0.58290012	1.53E-003	0.01562662		
response to abiotic stimulus	GO:0009628	772	0.53149543	1.54E-003	0.01566125		
muscle structure development	GO:0061061	355	0.54579273	1.56E-003	0.01578667		
cellular protein complex disassembly	GO:0043624	78	0.59684243	1.56E-003	0.01578749		
cellular chemical homeostasis	GO:0055082	379	0.54431036	1.57E-003	0.01586298		
chloride channel complex	GO:0034707	46	0.62528869	1.57E-003	0.01584604		
hemostasis	GO:0007599	426	0.54179997	1.59E-003	0.01599928		
regulation of hydrolase activity	GO:0051336	605	0.53519128	1.63E-003	0.01632076		
positive regulation of fatty acid oxidation	GO:0046321	11	0.74941215	1.63E-003	0.01629535		
regulation of myelination	GO:0031641	18	0.69700743	1.65E-003	0.01644774		
response to hormone	GO:0009725	604	0.5351421	1.66E-003	0.01656049		
positive regulation of dendritic spine development	GO:0060999	14	0.7218246	1.68E-003	0.01669454		
positive regulation of ion transmembrane transporter activity	GO:0032414	29	0.65589762	1.69E-003	0.01676536		
regulation of MAP kinase activity	GO:0043405	225	0.55672996	1.71E-003	0.01693716		
terminal bouton	GO:0043195	31	0.6505579	1.73E-003	0.01707034		
nucleoside phosphate metabolic process	GO:0006753	359	0.54499837	1.74E-003	0.01722071		
cellular response to zinc ion	GO:0071294	11	0.74759342	1.75E-003	0.01728489		
intracellular protein transport	GO:0006886	499	0.53830662	1.76E-003	0.01726724		
relaxation of muscle	GO:0090075	15	0.71349852	1.77E-003	0.01735174		
cellular calcium ion homeostasis	GO:0006874	219	0.5572805	1.77E-003	0.01731707		
regulation of synapse organization	GO:0050807	51	0.61740121	1.81E-003	0.01764007		
negative regulation of cAMP biosynthetic process	GO:0030818	28	0.65725747	1.83E-003	0.01785868		
glutathione derivative metabolic process	GO:1901685	22	0.67672564	1.84E-003	0.01794136	GO:1901687|glutathione derivative biosynthetic process, 	
glutathione derivative biosynthetic process	GO:1901687	22	0.67672564	1.84E-003	0.01794136	GO:1901685|glutathione derivative metabolic process, 	
positive regulation of cyclic nucleotide biosynthetic process	GO:0030804	66	0.60319737	1.88E-003	0.0182212		
primary amino compound metabolic process	GO:1901160	11	0.745863	1.88E-003	0.0182648		
regulation of cation channel activity	GO:2001257	45	0.62420162	1.90E-003	0.01833528		
regulation of cell development	GO:0060284	485	0.53850421	1.90E-003	0.01837379		
cotranslational protein targeting to membrane	GO:0006613	80	0.59360976	1.91E-003	0.01836887		
negative regulation of axonogenesis	GO:0050771	42	0.62820268	1.93E-003	0.0185992		
ribosomal subunit	GO:0044391	97	0.58484642	1.95E-003	0.01871621		
regulation of sulfur metabolic process	GO:0042762	16	0.70472973	1.97E-003	0.0188633		
sodium channel complex	GO:0034706	17	0.69879023	1.97E-003	0.01887129		
regulation of sodium ion transmembrane transport	GO:1902305	22	0.67537656	1.98E-003	0.01892564		
cerebellum morphogenesis	GO:0021587	32	0.64603091	1.99E-003	0.01895433		
calcium ion transmembrane transport	GO:0070588	51	0.61616006	1.99E-003	0.01895119		
positive regulation of locomotion	GO:0040017	250	0.55295619	2.00E-003	0.0189566		
positive regulation of cellular carbohydrate metabolic process	GO:0010676	40	0.63080561	2.01E-003	0.01897636		
hindbrain development	GO:0030902	113	0.57839195	2.01E-003	0.01898142		
regulation of cellular ketone metabolic process	GO:0010565	141	0.57016025	2.03E-003	0.01913723		
